# CSV-File created with merge-csv.com
# -----------------------------------------------------------

ID,bank_account_balance_20,bank_account_balance_21,bank_account_balance_22,bank_account_balance_23,bank_account_balance_24,bank_account_balance_25,bank_account_balance_26,bank_account_balance_27,bank_account_balance_28,bank_account_balance_29,bank_account_balance_30,bank_account_balance_31,bank_account_balance_32,bank_account_balance_33,bank_account_balance_34,bank_account_balance_35,bank_account_balance_36,bank_account_balance_37,bank_account_balance_38,bank_account_balance_39,bank_account_balance_40,bank_account_balance_41,bank_account_balance_42,bank_account_balance_43,bank_account_balance_44,bank_account_balance_45,bank_account_balance_46,bank_account_balance_47,bank_account_balance_48,bank_account_balance_49,bank_account_balance_50
391,5435,5901,7112,8070,8955,9157,9592,10779,10913,11839,12898,12811,14921,16637,17294,20604,16024,20610,21390,21113,22526,20838,23462,28625,30584,31201,32445,31117,36811,40175,42537
422,5982,6415,7736,8278,8088,9384,9615,10448,10774,11307,12006,12513,12098,16004,19423,21828,16356,20517,26292,22389,22256,20948,23823,29000,30354,31609,32896,30691,37661,40241,42602
178,5236,5810,7102,7906,8895,9377,9859,10524,10427,11564,12272,12625,12750,16000,20035,18264,18578,22581,23108,21316,22594,20080,21738,28166,32995,31624,32962,31787,36220,40798,42213
268,5982,5720,7665,8218,8337,9242,9969,10514,10790,11812,12345,13869,13803,18922,18154,17511,21864,20684,22738,21147,22147,21897,22988,28622,30879,31349,32400,31906,37413,40315,42247
646,5402,6314,7804,7503,8910,9136,9712,10681,10735,11113,12347,13863,14558,17565,21236,17967,19275,22771,24821,22264,23114,21341,21329,27892,32135,31599,32952,30948,38722,40117,42682
300,5386,5781,7712,8030,8267,9104,9732,10835,10458,11275,12712,13961,14915,15846,17652,20489,16170,21828,23279,21279,23103,20788,22033,28554,31800,31221,32755,32325,38448,40029,42518
372,5967,6281,7205,8159,8970,9186,9678,10616,10639,11025,12334,13569,14811,15300,17675,21290,19905,20554,25930,21297,22731,21922,21166,27507,32307,31875,32733,31925,36510,40364,42079
179,5602,6183,7759,8060,8867,9314,9391,10898,10967,11903,12118,11102,14559,15821,20295,18924,22592,23645,22773,21586,23915,20185,22827,28967,32293,31789,32907,33275,37600,40023,42895
302,5347,5756,7965,7553,8142,9123,9975,10796,10624,11432,12649,12733,13044,15812,21734,18555,22292,20137,26155,22120,23352,20396,21845,27873,31237,31536,32668,32724,36481,40822,42930
50,5875,5975,7692,8201,8805,9270,9308,10961,10955,11055,12889,11825,13596,18139,20008,21493,20654,22960,20534,21360,23532,20929,25826,27598,31461,31980,32101,34118,38035,40029,42442
274,5062,5848,7269,7974,8804,9392,9969,10430,10423,11118,12382,13669,13580,16316,18358,21513,16784,20840,22848,22253,23922,21679,24729,27807,30244,31847,32703,34651,36662,40847,42136
596,5341,6224,7330,7773,8633,9359,9358,10891,10948,11938,12183,11508,12101,17607,18585,21289,16805,21219,24591,21470,22251,21173,22165,27432,30047,31646,32816,34980,36418,40264,42524
225,5744,6094,7635,8141,8647,9333,9876,10627,10447,11286,12450,12394,13954,17730,21981,21076,17199,22395,24172,22117,22429,21281,21846,27989,33543,31758,32921,33359,38979,40843,42239
998,5062,5615,7266,7664,8509,9110,9595,10564,10761,11321,12909,12478,14107,17832,19316,19085,17090,20231,22688,22516,23833,21352,22855,28639,33501,31998,32136,34030,38023,40254,42033
193,5336,6121,7689,7968,8345,9316,9687,10451,10544,11299,12602,13606,14337,15163,18303,17625,16973,23784,22175,21381,23847,20167,21263,28025,31800,31350,32564,34436,38953,40672,42800
271,5163,5806,7003,7688,8346,9266,9703,10533,10551,11462,12723,11487,14263,18911,21133,18549,19958,23268,26129,21406,23427,20000,21892,27941,32949,31144,32542,34475,37059,40313,42229
709,5455,6269,7162,7952,8070,9167,9629,10615,10536,11393,12293,12415,13787,17695,18442,18468,20185,22750,25807,21744,23240,21177,25532,28182,33390,31455,32293,30303,37198,40450,42232
961,5719,6457,7031,7959,8305,9311,9314,10830,10414,11262,12673,11744,13737,18907,20616,20028,20115,22215,25256,21946,23273,21785,25749,28653,32652,31484,32382,32170,38645,40098,42822
615,5893,5738,7011,8082,8955,9115,9608,10795,10779,11438,12319,13057,13420,15062,17923,19289,16027,22413,21531,22268,23396,20077,23386,28177,33088,31776,32321,30704,36266,40891,42722
996,5352,6194,7726,7754,8449,9395,9765,10595,10785,11835,12033,12060,12238,16597,17471,21376,17375,22767,21953,21524,23049,20573,24410,28187,32675,31670,32878,34947,38410,40601,42909
749,5239,6291,7806,7837,8194,9266,9952,10459,10413,11556,12020,12337,14082,17954,19143,19471,16023,21057,20237,21815,23003,20388,25511,28773,32676,31648,32075,32277,38238,40471,42646
852,5042,6334,7586,7664,8938,9351,9736,10892,10936,11466,12428,11744,14490,18522,21096,20599,16518,21226,20776,21614,22135,21679,22964,28779,30370,31034,32090,31091,37453,40161,42168
264,5926,6134,7852,7639,8127,9148,9709,10404,10400,11928,12994,12896,14123,18823,17955,18838,21231,22810,22186,22319,23395,21447,22875,27678,32787,31869,32689,31792,37593,40512,42971
471,5963,6350,7164,8150,8581,9267,9553,10686,10465,11121,12448,11808,13338,15124,19838,17621,17931,22228,26111,22427,22169,21458,22238,27307,33946,31893,32662,32753,37090,40502,42172
137,5729,5751,7056,7929,8371,9230,9951,10774,10664,11189,12928,11614,13553,17807,17804,17194,21659,21180,22221,22358,22133,21418,22677,28845,30662,31404,32361,33550,38966,40556,42520
209,5020,6150,7857,7530,8727,9278,9901,10917,10946,11073,12511,13705,13835,18389,20704,20071,17833,20750,22357,22907,23584,21488,21949,28218,33802,31545,32192,33485,38520,40015,42645
867,5194,5900,7463,8282,8898,9273,9347,10874,10487,11225,12833,13068,12838,16322,17085,18122,22651,21867,23961,21465,23642,21494,23194,28670,30159,31056,32566,31475,38916,40141,42291
351,5364,6204,7198,7513,8066,9276,9950,10752,10545,11593,12224,12024,14984,16405,20704,18296,16294,20452,26424,22444,23044,20366,22880,27832,30606,31860,32917,34600,37224,40699,42372
263,5289,6439,7404,8262,8927,9143,9826,10735,10967,11426,12194,12889,12194,17644,18792,17941,16878,20787,22603,22340,22000,20538,22506,28330,31401,31195,32208,30436,38802,40507,42045
400,5984,6301,7031,8173,8632,9386,9589,10410,10435,11587,12375,12672,13113,17043,17736,17912,19974,20921,24585,22772,22173,20607,24777,28799,31462,31513,32468,30608,38553,40246,42439
293,5719,6340,7118,7784,8412,9388,9925,10760,10733,11111,12688,12735,14972,16139,21134,19010,16135,22057,22753,22985,22473,20771,23945,28525,33130,31585,32596,30505,36417,40933,42893
317,5811,6388,7434,7772,8306,9240,9396,10659,10632,11561,12571,11055,14254,17727,17250,18193,20237,21629,26675,22489,22165,21022,25188,27090,32758,31249,32122,30726,36555,40304,42850
378,5230,5749,7181,8120,8071,9317,9845,10434,10422,11505,12905,12582,14800,18269,18505,20243,17513,20143,25078,22529,23468,20089,22263,27364,30798,31005,32502,33709,36112,40340,42874
444,5531,5779,7563,8269,8399,9224,9776,10782,10679,11903,12513,13444,12569,17668,17020,20875,21947,21906,22712,21410,22498,20909,22471,27090,31371,31442,32724,31502,38635,40285,42872
710,5663,5869,7527,8016,8895,9159,9744,10734,10837,11911,12807,11134,13797,18606,18984,18242,18778,20030,21822,21635,23717,20028,21833,27180,31475,31322,32807,34510,37028,40840,42612
13,5694,6210,7183,7549,8131,9282,9567,10791,10620,11682,12467,12758,14118,15434,18766,19784,20385,20474,24505,22128,22726,20619,24500,28572,31794,31632,32525,32900,37790,40932,42972
401,5452,5608,7435,7651,8434,9196,9809,10859,10476,11325,12159,12308,14572,17126,17096,21267,19764,21663,24558,21840,22135,21486,25760,28300,31796,31464,32530,34723,37729,40539,42985
104,5407,6329,7594,7924,8812,9126,9983,10707,10913,11484,12908,12292,12314,15657,17477,17702,17938,21653,25037,22698,22583,20695,21483,27290,33149,31481,32497,31933,37828,40953,42208
355,5266,6498,7197,7551,8436,9104,9867,10566,10486,11991,12309,11827,12931,18929,20726,17569,17450,21259,20714,22157,23201,20925,25378,27194,32038,31006,32100,30646,38511,40255,42935
390,5561,5824,7435,8163,8218,9231,9399,10430,10940,11942,12191,13708,14572,18712,20754,17909,16733,20786,25268,21550,23282,20265,25047,28293,33094,31726,32281,31371,38706,40520,42249
990,5129,5737,7375,7995,8391,9111,9692,10748,10721,11755,12760,12337,14824,17778,18990,19057,17649,20455,25477,21164,22466,21645,23435,28935,33358,31981,32016,31287,36055,40808,42060
300,5735,6401,7208,7853,8144,9373,9955,10735,10676,11930,12993,12336,14597,16886,19965,17905,22661,22919,21375,22591,23491,21735,22343,27847,33949,31748,32590,30204,38571,40339,42544
790,5906,5822,7900,8027,8434,9292,9757,10882,10677,11218,12280,11692,13096,17691,20949,21159,22130,21782,23137,21685,22814,20095,25315,27144,30433,31586,32292,33268,37928,40725,42065
309,5122,6015,7739,7813,8048,9303,9950,10549,10511,11261,12108,13238,12111,17408,18255,21598,17717,21715,24941,22259,23483,21887,21580,27594,31218,31578,32725,33631,38357,40594,42652
456,5428,5799,7076,8144,8316,9182,9375,10894,10872,11913,12052,13205,13553,18753,21156,19526,19105,23069,20193,21653,22088,20034,23264,28903,30107,31004,32193,31711,37164,40517,42363
727,5700,5694,7737,7719,8905,9312,9413,10509,10422,11179,12310,13233,13785,17555,19323,17957,18775,22860,25443,21674,22218,21691,22706,27591,32212,31682,32259,34860,36286,40021,42444
249,5609,5994,7736,7521,8402,9380,9707,10416,10908,11998,12296,11770,13425,15628,20361,19002,17226,22989,22335,22406,22832,20407,21177,28802,32996,31506,32072,31731,38867,40730,42167
955,5093,5778,7876,7975,8789,9199,9710,10666,10510,11953,12507,13666,14900,15047,19877,18308,20702,20908,20512,21872,22892,21384,23965,27924,30421,31118,32770,32823,36988,40165,42362
36,5786,6426,7820,8208,8063,9341,9962,10702,10937,11559,12345,12929,14512,18805,20076,17919,18587,22575,20429,21916,22182,20358,22281,27171,33369,31106,32884,31542,36007,40250,42662
927,5030,6141,7964,8206,8974,9394,9749,10735,10666,11756,12759,13558,12117,15812,20197,20779,17086,20981,23490,21025,22034,20361,23897,28065,33989,31738,32559,32213,38804,40214,42857
750,5055,5770,7221,7593,8765,9327,9490,10750,10531,11825,12109,12388,13064,17232,20188,21727,20635,21246,21924,22035,22129,21856,21591,28154,33588,31130,32360,33592,37030,40152,42642
530,5180,6277,7833,8050,8058,9284,9606,10600,10903,11492,12532,13705,12368,15562,21411,21609,20975,21505,26354,22219,23913,20028,21534,28824,30333,31987,32878,32049,36718,40560,42304
165,5355,6487,7555,7874,8885,9102,9661,10797,10553,11032,12626,11086,13361,18776,18142,18883,21103,22810,21371,21189,22907,20004,22114,28439,32014,31492,32048,30590,38508,40252,42667
182,5895,6331,7381,7623,8538,9207,9842,10469,10649,11381,12801,13834,12765,16616,17112,20013,18270,21129,20349,21084,22628,20271,21004,28564,33919,31235,32581,32275,36069,40574,42370
932,5508,5642,7351,7776,8186,9325,9864,10816,10409,11872,12957,11848,13867,17837,20008,20196,19323,22308,25766,21150,22265,21177,21326,27375,30396,31996,32736,31890,37490,40585,42283
492,5953,6136,7137,8029,8015,9114,9774,10440,10894,11637,12417,11329,13025,16855,20104,17879,17346,23339,23046,21681,23596,21870,25558,27127,32101,31373,32193,32113,38201,40572,42245
430,5885,6041,7997,7748,8304,9221,9768,10968,10416,11197,12043,12447,14592,17057,20228,18232,20921,21507,26091,21858,22663,20481,23076,27532,32158,31535,32767,33796,38177,40123,42663
929,5621,6404,7856,7697,8466,9222,9452,10814,10436,11388,12982,13523,14499,18703,20283,19319,21389,20322,22464,21335,23368,21567,25410,27130,30053,31019,32300,33399,36260,40787,42998
264,5283,6342,7004,7840,8421,9376,9599,10875,10640,11910,12486,12951,12734,15044,21298,17212,16479,23388,26895,21091,22994,20039,22832,27725,33136,31484,32540,34520,38111,40429,42452
684,5302,6032,7696,7823,8968,9127,9859,10703,10700,11879,12184,13933,13330,16226,18965,17431,20662,22442,24089,22430,23950,21046,23944,28279,31371,31010,32722,30737,38258,40394,42473
22,5387,5808,7846,8128,8364,9182,9820,10410,10467,11970,12726,13014,12338,15811,18153,18522,20700,20954,26436,22248,22852,21716,24641,27611,30379,31876,32959,31507,36477,40205,42436
433,5543,6022,7620,8194,8373,9184,9878,10441,10896,11817,12124,13604,13138,18413,20888,18701,19390,20566,21926,22796,22028,21491,24089,27465,31317,31161,32276,32564,38414,40951,42317
862,5979,6089,7641,7950,8345,9346,9495,10785,10866,11092,12827,13347,12474,15330,17837,19718,17174,23949,23745,22444,23195,21286,24997,28882,33273,31221,32549,32320,37019,40385,42269
239,5608,6083,7297,7817,8175,9136,9975,10520,10495,11425,12913,11470,13103,17145,18461,18013,17859,20636,26424,21546,23744,21491,21997,27116,31130,31063,32478,30102,37510,40252,42148
610,5534,6080,7317,8238,8588,9214,9449,10820,10819,11743,12794,12308,14648,18658,18733,18382,17431,22637,25946,21843,22191,20584,24066,27986,33627,31015,32149,32664,36860,40154,42353
881,5712,5875,7910,7677,8822,9274,9906,10904,10960,11297,12685,11300,12056,17751,21781,18161,18000,21262,25247,21859,22066,20696,24815,28043,31542,31470,32222,33901,38700,40519,42897
200,5318,6277,7596,8203,8556,9228,9785,10785,10666,11371,12396,11653,12207,16577,21448,20590,18084,23839,20768,21729,22553,20340,23926,27880,33280,31735,32271,33105,37454,40268,42892
727,5731,6240,7121,7976,8706,9266,9500,10647,10734,11419,12105,12502,14724,18531,17245,18998,18149,23884,24875,21304,22386,21089,24649,27953,31944,31592,32831,34843,37785,40423,42428
193,5246,5715,7259,7882,8839,9232,9695,10526,10607,11240,12547,13214,13733,17398,19123,21083,21193,21913,20881,22179,22782,21757,22708,28771,32211,31753,32887,31683,36035,40992,42292
369,5697,6450,7336,7620,8222,9232,9983,10513,10854,11233,12748,13636,13964,15206,21260,19242,18449,23061,24013,21705,23263,20322,23937,28598,33481,31191,32517,34365,38177,40965,42983
628,5751,6437,7184,7640,8174,9253,9352,10463,10611,11312,12507,11186,14665,15392,17410,20581,17712,23613,26246,22204,23061,21971,24843,28687,30117,31948,32993,31420,36126,40962,42784
795,5000,6066,7525,7583,8913,9352,9733,10822,10731,11698,12616,11903,14350,16992,17026,19616,19366,21569,23809,21145,22453,20472,24695,28394,31335,31114,32006,34084,38489,40112,42335
346,5415,5950,7472,7688,8573,9289,9857,10617,10434,11009,12341,12487,14302,15924,18377,21322,18707,23893,26247,21466,23732,21383,25061,28130,33284,31604,32237,31257,37407,40145,42703
708,5313,5796,7914,7936,8681,9203,9914,10810,10891,11628,12642,12220,13569,17064,18538,17185,20045,23773,22293,21328,23880,20169,24867,28993,32530,31029,32611,31153,36700,40032,42996
585,5371,6319,7276,8232,8525,9266,9572,10547,10806,11919,12984,13701,13048,16343,20424,19814,19790,20103,21815,21038,23793,21789,25807,28631,31033,31693,32850,31439,38915,40021,42488
575,5481,6085,7140,7505,8605,9285,9622,10893,10651,11052,12165,12083,12359,15553,18122,19618,18522,22521,20184,21668,23470,21911,22051,27164,32638,31102,32030,30154,38614,40899,42442
447,5975,5916,7887,7624,8462,9168,9357,10746,10718,11836,12332,12815,14676,18198,18550,21665,22977,23139,21998,21513,23217,21934,25144,28773,33890,31184,32811,31055,37154,40513,42945
807,5686,6387,7691,7591,8580,9207,9685,10605,10743,11049,12221,13693,13902,16659,18581,19737,20422,22514,20472,21399,22545,21758,24387,27775,32282,31650,32209,32489,37694,40254,42257
908,5339,6468,7542,8207,8185,9321,9726,10772,10601,11443,12551,11323,14271,15758,17467,20446,22880,21257,25700,22800,23828,21927,23849,27195,32949,31737,32949,30702,37304,40020,42008
637,5972,6025,7098,7555,8998,9145,9638,10516,10768,11387,12087,12768,12058,15428,20963,17135,16312,20354,25737,22833,22602,21177,23601,27999,30080,31522,32352,31171,37266,40459,42032
101,5351,5618,7895,7955,8836,9334,9739,10937,10930,11474,12009,11143,12430,17329,21184,20265,16852,23425,22085,22065,22553,20489,24516,28093,32163,31238,32448,30956,37011,40487,42954
433,5124,6450,7296,8207,8916,9390,9727,10518,10530,11025,12938,11187,13259,15963,18850,18643,16928,23960,23007,21560,22982,21910,22044,27518,33474,31764,32923,34828,36764,40776,42998
832,5950,6116,7431,7837,8276,9374,9718,10627,10699,11532,12869,13897,12834,18478,19023,21035,22102,20331,26416,22012,22651,20710,22596,28084,33760,31923,32055,30839,36858,40685,42950
887,5398,5704,7451,7708,8784,9141,9916,10426,10864,11367,12293,12271,13219,16482,18592,18192,16412,22872,21018,22381,22867,20889,25856,28307,31591,31006,32756,33676,36409,40863,42894
879,5294,5632,7201,7932,8530,9193,9918,10890,10716,11715,12255,13069,12829,17154,18136,18714,19502,21047,24873,21116,23853,21510,25654,27681,32080,31903,32272,34785,38818,40536,42848
669,5884,5654,7249,7509,8322,9193,9881,10991,10764,11286,12847,11814,14894,15502,18949,21699,22752,20465,21627,22598,22842,21685,24221,27138,30408,31781,32427,30792,37585,40327,42821
689,5984,6197,7385,8079,8891,9152,9831,10791,10966,11611,12364,12470,12905,16305,21251,21015,21201,21493,21585,21880,24000,20145,24516,28786,30994,31059,32921,32102,38547,40669,42745
965,5965,6334,7067,7549,8812,9314,9730,10878,10879,11236,12804,11880,12595,17282,19491,18736,19807,20084,25723,21033,23051,21148,24247,28912,32989,31087,32338,32990,36598,40027,42652
21,5841,6373,7010,7740,8209,9225,9489,10551,10457,11366,12136,12859,14004,17835,19872,17117,17668,21985,23064,22750,22290,20713,24982,27978,33400,31982,32262,34952,38588,40430,42125
594,5900,5732,7600,7880,8882,9386,9343,10633,10448,11751,12849,11719,12665,18043,17586,18721,18806,22422,25310,21383,22298,20122,25710,28232,32390,31006,32937,33815,36826,40950,42408
454,5113,6495,7739,8204,8524,9109,9604,10409,10842,11630,12585,11611,13319,15614,20046,20811,22828,22501,23227,22677,23527,21613,21384,27339,31714,31789,32448,31764,36030,40632,42716
763,5080,5600,7116,7723,8668,9359,9601,10607,10845,11822,12237,11002,12179,18696,21083,18953,19334,22701,23856,22320,23519,21977,25173,27869,33335,31139,32363,33025,37057,40766,42690
444,5739,5800,7695,8098,8651,9354,9509,10740,10521,11202,12158,11660,14470,18056,18860,20143,16603,21350,22953,22023,22436,20667,25110,28919,33397,31186,32265,32511,37480,40810,42449
141,5902,6225,7822,8077,8739,9108,9328,10611,10992,11728,12693,12546,12361,18019,17251,17064,22905,21350,26469,22658,23738,21380,22671,27992,33768,31206,32356,32596,36472,40966,42400
845,5550,5998,7861,7642,8206,9112,9665,10899,10698,11818,12989,12900,12907,17834,19692,17633,21340,20673,20966,21189,22183,21418,25841,27894,30459,31391,32965,31494,36010,40219,42430
365,5769,6433,7521,7596,8577,9139,9564,10694,10711,11899,12933,11853,12764,18578,19731,19423,20936,23333,26946,21041,23964,21861,22875,28940,32847,31658,32448,30838,38136,40452,42025
354,5228,6147,7900,7608,8006,9350,9933,10966,10614,11945,12532,12302,13955,18521,19030,21897,16140,21516,24307,21836,23702,20383,21553,28604,30959,31383,32775,30220,37297,40831,42168
811,5924,6305,7834,8067,8846,9282,9703,10896,10649,11664,12892,13224,13042,17974,20793,21781,21680,23605,25188,21458,22781,21604,25146,27016,33809,31872,32931,34095,38152,40339,42311
188,5326,6013,7512,8246,8271,9105,9351,10682,10923,12000,12539,13356,14348,17661,19250,18179,18439,22446,23591,22292,23307,21123,25976,28195,31095,31898,32245,34058,36341,40968,42276
598,5706,6105,7699,7778,8810,9148,9320,10649,10787,11437,12609,12894,13470,16887,17775,21862,20202,23813,23892,22542,22361,20073,22971,28090,33011,31184,32280,30226,38942,40355,42114
256,5941,5734,7996,7946,8799,9326,9830,10990,10901,11666,12766,12685,12549,17116,21237,18598,21617,23941,26265,22881,22118,20766,23811,28026,33170,31557,32255,34290,38563,40436,42497
255,5378,6162,7411,7572,8269,9285,9841,10519,10785,11075,12555,12324,13989,16703,17463,19564,19236,22243,22749,21570,22175,20748,21382,27470,33597,31473,32236,34253,38882,40582,42630
